Job Title,Salary,Location,Company,Views,Candidates,Job URL,Job Description
Teisininkas (-ė),2000-3300 €/mėn.,"Vilnius, Trakai, Širvintos",AB „Panevėžio statybos trestas“,465,19,https://www.cvbankas.lt/teisininkas-e-vilniuje/1-11088893,"Darbo pobūdis
Bendrovės darbuotojų konsultavimas veiklos teisinio reglamentavimo ir praktikos klausimais;
Pretenzijų ir raštų rengimas, vertinimas;
Dalyvavimas įmonių grupės įgyvendinamuose projektuose, jų priežiūros vykdymas, rizikų identifikavimas ir valdymas;
Įmonės interesų atstovavimas valstybinėse institucijose ir kitose bendrovėse;
Statybos rangos, subrangos, projektavimo sutarčių peržiūra ir teisinis vertinimas, dalyvavimas derybose;
Teisinių rizikų vertinimas ir valdymas;
Įmonės vidaus dokumentų rengimas;
Įmonių grupės veiklos atitikties teisiniam reglamentavimui užtikrinimas.
Reikalavimai darbuotojui
Aukštasis teisinis išsilavinimas;
Darbo patirtis ne mažiau kaip 3 metai, teisės srityje;
Gebėjimas dirbti komandoje;
Analitinis mąstymas, gebėjimas aiškiai formuluoti mintis žodžiu ir raštu, kruopštumas, atsakingumas.

Patirtis statybos sektoriuje, viešųjų pirkimų reglamentavimo išmanymas, darbas su BDAR ar darbo teise būtų didelis privalumas.
Įmonė siūlo
Konkurencingą bei Jūsų kvalifikaciją atitinkantį darbo užmokestį;
Įdomų, dinamišką ir atsakingą darbą;
Darbą stabiliai dirbančioje kompanijoje;
Visas darbui reikalingas priemones;
Galimybę kelti kvalifikaciją, tobulinti savo žinias, bei siekti aukštų rezultatų.
Atlyginimas
2000-3300 €/mėn. neatskaičius mokesčių"
Teisininkas (-ė),2000-3300 €/mėn.,"Panevėžys, Kupiškis, Pasvalys",AB „Panevėžio statybos trestas“,527,5,https://www.cvbankas.lt/teisininkas-e-panevezyje/1-11088851,"Darbo pobūdis
Bendrovės darbuotojų konsultavimas veiklos teisinio reglamentavimo ir praktikos klausimais;
Pretenzijų ir raštų rengimas, vertinimas;
Dalyvavimas įmonių grupės įgyvendinamuose projektuose, jų priežiūros vykdymas, rizikų identifikavimas ir valdymas;
Įmonės interesų atstovavimas valstybinėse institucijose ir kitose bendrovėse;
Statybos rangos, subrangos, projektavimo sutarčių peržiūra ir teisinis vertinimas, dalyvavimas derybose;
Teisinių rizikų vertinimas ir valdymas;
Įmonės vidaus dokumentų rengimas;
Įmonių grupės veiklos atitikties teisiniam reglamentavimui užtikrinimas.
Reikalavimai darbuotojui
Aukštasis teisinis išsilavinimas;
Darbo patirtis ne mažiau kaip 3 metai, teisės srityje;
Gebėjimas dirbti komandoje;
Analitinis mąstymas, gebėjimas aiškiai formuluoti mintis žodžiu ir raštu, kruopštumas, atsakingumas.

Patirtis statybos sektoriuje, viešųjų pirkimų reglamentavimo išmanymas, darbas su BDAR ar darbo teise būtų didelis privalumas.
Įmonė siūlo
Konkurencingą bei Jūsų kvalifikaciją atitinkantį darbo užmokestį;
Įdomų, dinamišką ir atsakingą darbą;
Darbą stabiliai dirbančioje kompanijoje;
Visas darbui reikalingas priemones;
Galimybę kelti kvalifikaciją, tobulinti savo žinias, bei siekti aukštų rezultatų.
Atlyginimas
2000-3300 €/mėn. neatskaičius mokesčių"
Atitikties vadovas (-ė) Pinigų plovimo ir teroristų finansavimo prevencija,2800-4500 €/mėn.,Vilnius,AB ŠIAULIŲ BANKAS,377,No data,https://www.cvbankas.lt/atitikties-vadovas-e-pinigu-plovimo-ir-teroristu-finansavimo-prevencija-vilniuje/1-11088753,"Arčiau kiekvieno esantis bankas – taip, tai apie mus!

Esame tikri, kad tavo karjera gali prasidėti arba sėkmingai tęstis būtent čia.

Šiandien į Šiaulių banko komandą kviečiame motyvuotą ir atsakingą Atitikties vadovą (-ę), kuris (-i) yra pasiruošęs (-usi) dirbti komandoje, bendrai priimti sprendimus, siekti užsibrėžtų tikslų, būtų atviras (-a) diskusijai, norėtų dirbti pasitikėjimu grįstoje kultūroje ir, žinoma, būti #arčiau.

Kasdien būsi #arčiau ir:

Būsi atsakingas (-a) už Banko investicinių ir kreditavimo produktų atitiktį teisės aktams, reglamentuojantiems pinigų plovimo ir teroristų finansavimo (PP/TF) prevencijos bei tarptautinių sankcijų atitikties reikalavimų užtikrinimą;
Atliksi Banko visos veiklos PP/TF rizikos vertinimą, kontrolių efektyvumo vertinimą ir riziką mažinančių kontrolių nustatymą Banko teikiamų produktų, srityse;
Rengsi bei prižiūrėsi Banko vidaus politikas ir tvarkas, užtikrinančias atitikties PP/TF prevencijos įgyvendinimą;
Valdysi nustatytus atitikties trūkumus ir rizikas bei įgyvendinsi atitikties veiksmų planus bendradarbiaudamas (-a) su kitais padaliniais ir Banko grupės įmonėmis;
Atliksi teisės aktų, gairių, kompetentingų institucijų ir tarptautinės gerosios praktikos atnaujinimų stebėseną, analizę bei aiškinimą, užtikrindamas (-a) atsakingų asmenų informavimą ir/arba reikalingų pokyčių įgyvendinimą;
Konsultuosi kitų padalinių kolegas, dalinsiesi su jais savo ekspertinėmis žiniomis ir skatinsi atitikties kultūrą Banke;
Teiksi ataskaitas Banko pinigų plovimo prevencijos atitikties pareigūnui;
Įsitrauksi į susijusias iniciatyvas, darbo grupes, projektus bei prisidėsi prie Pinigų plovimo prevencijos atitikties departamento valdomų projektų įgyvendinimo.

Tam, kad būtum #arčiau, tau prireiks:

Aukštojo universitetinio išsilavinimo (teisės srityje būtų privalumas);
Ne mažesnės kaip 4 m. darbo patirties finansų įstaigoje, atitikties ar PP/TF prevencijos srityje;
Išmanyti tarptautinių standartų bei teisės aktų, reglamentuojančių PP/TF prevenciją ir tarptautinių sankcijų įgyvendinimą, reikalavimus (ICA, CAMS ar kiti panašūs sertifikatai būtų privalumas);
Gebėti vertinti Banko teikiamų produktų rizikas bei atlikti atrankinius patikrinimus siekiant užtikrinti tinkamą teisės aktų reikalavimų įgyvendinimo kontrolę;
Suprasti Banko teikiamas paslaugas, susijusias su investicijomis ir kreditavimu, įskaitant indėlius, vertybinius popierius, gyvybės draudimą, kreditą bei lizingą;
Organizuoti PP/TF prevencijos atitikties užtikrinimo mokymus Banko teikiamų produktų srityse;
Suprasti pažink savo klientą (KYC) ir kliento rizikos vertinimo principus;
Suprasti momentinės ir retrospektyvios stebėsenos bei sankcijų įgyvendinimo principus;
Puikių anglų kalbos žinių;
Noro tobulėti ir gilintis į PP/TF prevencijos, srities procesus;
Stiprių analitinių įgūdžių, iniciatyvų, motyvacijos veikti ir orientacijos į rezultatą.

Būdamas #arčiau tu gausi:

Žalią šviesą tavo iniciatyvoms. Turi gerų idėjų? Visi kartu stengiamės jas įgyvendinti.
Vadovus, kurie padeda augti. Vadovai mūsų banke - lyderiai ir mes tuo didžiuojamės. Tavo būsimas vadovas Milda Ališauskė – vienas jų.
Dinamišką, atvirą ir augančią organizaciją. Esame įvairiapusiai, domimės įvairiomis sritimis, šakojamės tiek horizontaliai, tiek vertikaliai, todėl drąsiai siūlome tau neįkainojamas patirtis, nuolatinį tobulėjimą ir vietą profesiniam augimui.
Pasiekimus, kurie gyvuoja Lietuvoje. Ypatingai didžiuojamės būdami lietuvišku banku, tikime, kad mūsų kraštas ir mūsų žmonės yra ypatingi, todėl, savo ruožtu, kasdien darome viską, kad padėtume jiems atsiskleisti.
Asmeninių naudų krepšelį. Sveikatos draudimas, pensijų kaupimo programa, papildomos atostogos, lanksti darbo pradžia, moderni infrastruktūra – ir čia dar toli gražu ne visas mūsų naudų sąrašas!
Atlygį. Konkretus atlygis priklausys nuo darbo patirties bei kompetencijų, todėl nurodome tik galimą rėžį: nuo 2800.00 iki 4500.00 EUR neatskaičius mokesčių.
Priedus. Kas ketvirtį darbuotojams mokame priedus, priklausančius nuo banko, komandos ir tavo paties rezultatų.

Kas dar svarbu?

Nori patirti, ką reiškia dirbti Šiaulių banke ir būti #arčiau? Užpildyk formą, atsiųsk mums informaciją apie save iki 2024 02 08 ir pasikalbėkime. Nekantriai laukiame, kol visa tai galėsime tau parodyti!
Atlyginimas
2800-4500 €/mėn. neatskaičius mokesčių"
LEGAL ASSISTANT (INTERNSHIP) (F/M/D) | IGNITIS RENEWABLES,From 1502 €/mon.,Vilnius,Ignitis grupė,No data,No data,https://www.cvbankas.lt/legal-assistant-internship-f-m-d-ignitis-renewables-vilniuje/1-11088395,"Do You want to be part of „Ignitis renewables“?
We are looking for a colleague who would join our experienced team of renewables professionals in the role of a Legal Assistant (intern position). Your contribution will be instrumental in providing legal support to our company as we shape the energy sector. We value openness, partnership is our strength, and responsibility makes us a great team. If all this speaks to you, we would like to invite you to join us.

Your main responsibilities and tasks will be:

Handling of stream of documents required for legal review (collecting, saving, sending to the team etc.)
Analysis of legal data (procedures, contractual clauses, laws etc.) subject to tasks of the supervising counsels
Collection of relevant data (documents, factual information etc.), review and inputs to the drafts under coordination of supervising counsels
Legal support to the lawyers in transaction management & governance matters
Cooperation with lawyers and other internal stakeholders in the course of abovementioned activities.
We expect that You:
Are currently pursuing higher education in law, at least as a 3rd-year university student, or have recently graduated with a Bachelor's or Master's degree
Possess fluency in Lithuanian and is independent user (at least intermediate proficiency) of English language both spoken and written
Demonstrate the ability to manage your own time effectively, assist others, and organize yourself to meet specific timeframes and tasks
Have a proactive mindset, displaying the ability and willingness to support colleagues or stakeholders in a constructive manner
Pay attention to detail and exhibit a commitment to accuracy
Prior work experience would be considered an advantage.



This position is a full-time internship and availability for 6 months. Working time negotiable.
As part of our team You:
Will become a part of a team with years of experience in one of the largest energy group of companies in the Baltic region
Will be able to contribute your knowledge and experience towards creating unique energy projects of national importance
Will have broad opportunities to develop and grow professionally, you will learn from the experts in your field
Will not only be able to observe how innovations come to life, but also initiate changes yourself by contributing your knowledge and experience towards creating an Energy Smart world
Will receive benefits package (possibility of remote work, flexible work time, etc).

As we pursue our strategic goals to increase gender balance in Ignitis Group, we are indicating “f/m/d” next to job titles, meaning we welcome candidates of all genders – female, male or diverse.


Ignitis Group received an international Top Employer 2023 Lithuania certificate. The certificate is awarded to companies for excellent people practices as well as ensuring good conditions for work and growth.

Ignitis Group ensures equal opportunities. We welcome all applicants and do not discriminate against race, religion, gender, sexual orientation or gender identity, age, disability or other personal traits unrelated to work obligations.

Salary range for this position group is 1502 EUR (before taxes). The final offer depends on experience and competence. Variable part of remuneration may be paid depending on results.
Salary
From 1502 €/mon. gross"
Teisininkas,1500-2200 €/mėn.,Vilnius,VšĮ „Atnaujinkime miestą“,545,20,https://www.cvbankas.lt/teisininkas-vilniuje/1-7360929,"Darbo pobūdis
Ieškome kolegos ir kviečiame prisijungti prie mūsų komandos! Jeigu esi statybų teisės taikymo žinovas, Tau patinka dirbti komandoje ir esi pasirengęs iššūkiams, laukiame laiško ir nekantraujame susipažinti.

Darbo pobūdis:
teikti Kolegoms teisines konsultacijas projektavimo, statybos rangos, statinio statybos techninės priežiūros sutarčių įgyvendinimo, teisės aktų taikymo klausimais;
nustatyti projektavimo, statybos rangos, statinio statybos techninės priežiūros sutarčių įgyvendinimo rizikas, siūlyti jų valdymo priemones;
dalyvauti ikiteisminio ginčų su rangovais ir kitais statybos dalyviais nagrinėjimo procese, koordinuoti šį procesą;
rengti ir derinti viešųjų pirkimų sutarčių (rangos darbų, prekių, paslaugų) projektus, jų keitimus;
rengti raštų / atsakymų projektus į gautus paklausimus, raštus, skundus;
vertinti su Įstaigos vykdoma veikla susijusius LR teisės aktus, teikti siūlymus dėl jų pakeitimų;
koordinuoti teisines paslaugas teikiančių asmenų atstovavimą Įstaigos interesams teismuose ir kitose institucijose, įstaigose bei organizacijose, teikti susijusius dokumentus ir koordinuoti šių bylų eigą.
Mes tikimės:
turi aukštąjį universitetinį teisinį išsilavinimą;
turi ne mažiau kaip 3 metų teisinio darbo patirties;
išmanai ir moki pritaikyti praktikoje Lietuvos Respublikos civilinį kodeksą, Lietuvos Respublikos viešųjų įstaigų įstatymą, Lietuvos Respublikos statybos įstatymą, Lietuvos Respublikos viešųjų pirkimų įstatymą bei kitus teisės aktus, reglamentuojančius rangą
išmanai viešųjų pirkimų būdu sudarytų projektavimo, statybos rangos, statinio statybos techninės priežiūros sutarčių įgyvendinimo praktines problemas turi patirties sprendžiant iš jų kylančias problemas;
moki dirbti „MS Office“ programiniu paketu;
esi kruopštus (-i), iniciatyvus (-i), gebi efektyviai planuoti savo laiką, priimti sprendimus bei orientuotas (-a) į rezultatą.
Ką mes siūlome?
Galimybę prisidėti prie Vilniaus miesto grąžinimo;
Draugišką ir aktyvų kolektyvą, puikias darbo sąlygas;
Iššūkių nestokojantį darbą ir profesinį tobulėjimą;
Mokymus, seminarus profesionaliam tobulėjimui;
Lankstų darbo grafiką;
Galimybę dalį laiko dirbti nuotolinių būdu;
Nemokamą automobilių parkavimą;
Konkurencingą atlyginimą.

Darbo laikas – 8 darbo valandos per dieną (pilna darbo diena).
Atlyginimas
1500-2200 €/mėn. į rankas"
ATITIKTIES EKSPERTAS (-Ė) Teisės skyriuje,3000-3750 €/mėn.,Vilnius,UAB „Vilniaus vandenys“,595,23,https://www.cvbankas.lt/atitikties-ekspertas-e-teises-skyriuje-vilniuje/1-11085081,"Jums patikėsime
Bendrovės veiklos atitikimo teisės aktų reikalavimams proceso valdymą;
Bendrovės veikloje atsiradusių neatitikčių proceso valdymą;
su Bendrovės veikla susijusių teisėkūros procesų inicijavimą;
atsakymų klientas, valstybinėms institucijoms rengimą paslaugų, neteisėtų prisijungimų klausimais;
sutarčių ir jų pakeitimų rengimą;
prašymų, pretenzijų, raginimų ir kitų raštų bei atsakymų į raštus rengimą, teisinių išvadų ir rekomendacijų teikimą
Bendrovės interesų atstovavimą įvairiose valstybinės ir vietos valdžios institucijose, teismuose ir santykiuose su trečiaisiais asmenimis;
Bendrovės veiklos teisėtumo, įstatymų, kitų teisės aktų reikalavimų įgyvendinimą.
Mes tikimės, kad Jūs
turite aukštąjį universitetinį teisinį išsilavinimą;
turite teisinio darbo patirties – ne mažiau 1 metai;
išmanote LR įstatymus ir kitus teisės aktus, reglamentuojančius bendrovės veiklą;
mokate apibendrinti informaciją ir rengti išvadas, aiškiai ir tiksliai jas pateikti raštu ir žodžiu;
gebate savarankiškai planuoti ir organizuoti savo darbą, teikti pasiūlymus ir priimti sprendimus;
turite patirties bendraujant su valstybinių institucijų atstovais, esate dalykiškas (-a), korektiškas (-a), dirbdamas (-a) vadovaujatės aukščiausiais veiklos ir etikos standartais.
Mes siūlome
atsakingą poziciją didžiausioje Lietuvoje vandentvarkos bendrovėje;
gilias įmonės tradicijas: vasaros šventes, baidarių žygius, dalyvavimą sporto renginiuose;
papildomas apmokamas atostogų dienas;
sveikatos draudimą;
vidinius bei išorinius mokymus;
hibridinį darbo modelį.
Atlyginimas
3000-3750 €/mėn. neatskaičius mokesčių
Papildoma kintama metinė atlygio dalis, priklausanti nuo individualių rezultatų."
Teisininkė (-as) redaktorė (-ius),Nuo 1200 €/mėn.,Vilnius,UAB „Leksinova“,477,20,https://www.cvbankas.lt/teisininke-as-redaktore-ius-vilniuje/1-11064237,"Darbo pobūdis
Teisės aktų aktualizavimas pagal pakeitimus;
Teisės dokumentų kokybės patikra.
Reikalavimai darbuotojui
Teisės studijos (gali būti paskutinių kursų studentas);
Nepriekaištinga lietuvių kalba (raštu ir žodžiu);
Juridinės technikos ar raštvedybos išmanymas;
Geras kompiuterinis raštingumas;
Kruopštumas, atidumas, pareigingumas.


Privalumai:

Susikaupimas, dėmesio išlaikymas;
Pomėgis rankdarbiams, delionėms (puzzle)
Įmonė siūlo:
Galimybę mokytis iš patyrusių teisininkų;
Galimybę užsidirbti papildomai iš archyvo tvarkymo;
Konkurencingą ir laiku mokamą atlyginimą;
Darbą ofise arba nuotoliniu būdu;
Mentorystę Jūsų apsimokymo metu;
Galimybę derinti darbą ir studijas;
Lengvai pasiekiamą darbo vietą Vilniaus centre.
Įmonė siūlo
Darbo ir laisvalaikio balansas
Lankstus darbo grafikas Galimybė dirbti nuotoliniu būdu
Biuras
Nemokami užkandžiai Dušas
Transportas
Nemokamas automobilio parkingas
Atlyginimas
Nuo 1200 €/mėn. neatskaičius mokesčių"
Atitikties vadovas (-ė) Tarptautinių sankcijų įgyvendinimo srityje,2800-4500 €/mėn.,Vilnius,AB ŠIAULIŲ BANKAS,244,No data,https://www.cvbankas.lt/atitikties-vadovas-e-tarptautiniu-sankciju-igyvendinimo-srityje-vilniuje/1-11080961,"Arčiau kiekvieno esantis bankas – taip, tai apie mus!

Esame tikri, kad tavo karjera gali prasidėti arba sėkmingai tęstis būtent čia.

Šiandien į Šiaulių banko komandą kviečiame motyvuotą ir atsakingą Atitikties vadovą (-ę), kuris (-i) yra pasiruošęs (-usi) dirbti komandoje, bendrai priimti sprendimus, siekti užsibrėžtų tikslų, būtų atviras (-a) diskusijai, norėtų dirbti pasitikėjimu grįstoje kultūroje ir, žinoma, būti #arčiau.

Kasdien būsi #arčiau ir:

Būsi atsakingas (-a) už Banko veiklos atitikties teisės aktams, reglamentuojantiems tarptautinių sankcijų (ES, OFAC ir kt.) įgyvendinimą, įskaitant su tuo susijusių tarptautinių sankcijų atitikties reikalavimų užtikrinimą;
Atliksi suplanuotas kontroles, identifikuosi bei vertinsi Banko veiklos tarptautinių sankcijų atitikties riziką ir rekomenduosi riziką mažinančius veiksmus;
Rengsi bei prižiūrėsi Banko vidaus politikas ir tvarkas, užtikrinančias atitikties tarptautinių sankcijų įgyvendinimą;
Valdysi nustatytus atitikties trūkumus ir rizikas, bei įgyvendinsi atitikties veiksmų planus bendradarbiaudamas (-a) su kitais padaliniais ir Banko grupės įmonėmis;
Atliksi teisės aktų, gairių, kompetentingų institucijų ir tarptautinės gerosios praktikos atnaujinimų stebėseną, analizę bei aiškinimą, užtikrindamas (-a) atsakingų asmenų informavimą ir/arba reikalingų pokyčių įgyvendinimą;
Įsitrauksi į su sankcijomis susijusias iniciatyvas, darbo grupes, projektus bei prisidėsi prie Pinigų plovimo prevencijos atitikties departamento valdomų projektų įgyvendinimo;
Konsultuosi kitų padalinių kolegas, dalinsiesi su jais savo ekspertinėmis žiniomis ir skatinsi atitikties kultūros Banke augimą;
Rengsi pranešimus vadovybei, Banko komitetams, teiksi ataskaitas Banko pinigų plovimo prevencijos atitikties pareigūnui.

Tam, kad būtum #arčiau, tau prireiks:

Aukštojo universitetinio išsilavinimo (teisės srityje būtų privalumas);
Ne mažesnės kaip 2 m. darbo patirties finansų įstaigoje atitikties ar kitoje susijusioje srityje (patirtis PP/TF prevencijos ir/ar sankcijų įgyvendinimo srityje būtų privalumas);
Išmanyti tarptautinių standartų bei teisės aktų, reglamentuojančių pinigų plovimo ir teroristų finansavimo prevenciją ir tarptautinių sankcijų įgyvendinimą, reikalavimus (ICA, CAMS sertifikatai būtų privalumas);
Žinoti momentinės ir retrospektyvios mokėjimo operacijų stebėsenos, sankcijų įgyvendinimo stebėsenos sistemas (būtų privalumas);
Puikių anglų kalbos žinių ir įgūdžių;
Noro tobulėti ir gilintis į įvairias atitikties sritis;
Stiprių analitinių įgūdžių, iniciatyvų, motyvacijos veikti ir orientacijos į rezultatą.



Būdamas #arčiau tu gausi:

Žalią šviesą tavo iniciatyvoms. Turi gerų idėjų? Visi kartu stengiamės jas įgyvendinti.
Vadovus, kurie padeda augti. Vadovai mūsų banke - lyderiai ir mes tuo didžiuojamės. Tavo būsimas vadovas Milda Ališauskė – vienas jų.
Dinamišką, atvirą ir augančią organizaciją. Esame įvairiapusiai, domimės įvairiomis sritimis, šakojamės tiek horizontaliai, tiek vertikaliai, todėl drąsiai siūlome tau neįkainojamas patirtis, nuolatinį tobulėjimą ir vietą profesiniam augimui.
Pasiekimus, kurie gyvuoja Lietuvoje. Ypatingai didžiuojamės būdami lietuvišku banku, tikime, kad mūsų kraštas ir mūsų žmonės yra ypatingi, todėl, savo ruožtu, kasdien darome viską, kad padėtume jiems atsiskleisti.
Asmeninių naudų krepšelį. Sveikatos draudimas, pensijų kaupimo programa, papildomos atostogos, lanksti darbo pradžia, moderni infrastruktūra – ir čia dar toli gražu ne visas mūsų naudų sąrašas!
Atlygį. Konkretus atlygis priklausys nuo darbo patirties bei kompetencijų, todėl nurodome tik galimą rėžį: nuo 2800.00 iki 4500.00 EUR neatskaičius mokesčių.
Priedus. Darbuotojams mokame priedus, priklausančius nuo banko, komandos ir tavo paties rezultatų.

Kas dar svarbu?

Nori patirti, ką reiškia dirbti Šiaulių banke ir būti #arčiau? Užpildyk formą, atsiųsk mums informaciją apie save iki 2024 02 06 ir pasikalbėkime. Nekantriai laukiame, kol visa tai galėsime tau parodyti!
Atlyginimas
2800-4500 €/mėn. neatskaičius mokesčių"
Auditorius (-ė) Vidaus auditas,2080-3120 €/mėn.,Kaunas,AB ŠIAULIŲ BANKAS,368,No data,https://www.cvbankas.lt/auditorius-e-vidaus-auditas-kaune/1-11081931,"Arčiau kiekvieno esantis bankas – taip, tai apie mus!

Esame tikri, kad tavo karjera gali prasidėti arba sėkmingai tęstis būtent čia.

Šiandien į Šiaulių banko grupės komandą kviečiame motyvuotą ir atsakingą Auditorių (-ę), kuris (-i) yra pasiruošęs (-usi) dirbti komandoje, bendrai priimti sprendimus, siekti užsibrėžtų tikslų, būtų atviras (-a) diskusijai, norėtų dirbti pasitikėjimu grįstoje kultūroje ir, žinoma, būti #arčiau.

Kasdien būsi #arčiau ir:

Dalyvausi vidaus audito operatyvinio veiklos planavimo procese;
Atliksi vidaus auditą, jo rezultatų pristatymą, rengsi ataskaitas;
Analizuosi banko veiklą ir procesus bei teiksi pasiūlymus dėl jų tobulinimo;
Identifikuosi banko rizikos sritis ir vertinsi jų valdymą;
Konsultuosi banko darbuotojus veiklos efektyvumo, vidaus kontrolės, rizikos valdymo ir atitikties klausimais.

Tam, kad būtum #arčiau, tau prireiks:

Aukštojo universitetinio išsilavinimo (finansų, ekonomikos, teisės ar kitose susijusiose srityse);
Tau prireiks žinoti apie pagrindines banko rizikas bei vidaus kontrolės sistemą ir gebėti vertinti bei audituoti finansinius modelius;
Puikių bendravimo įgūdžių, analitinio mąstymo, gebėjimo sklandžiai komunikuoti žodžiu ir raštu.
Anglų kalbos žinių;
Puikių darbo su Microsoft Office įgūdžių.
Tarptautinio arba Lietuvos vidaus auditoriaus sertifikato (privalumas).



Būdamas #arčiau tu gausi:

Žalią šviesą tavo iniciatyvoms. Turi gerų idėjų? Visi kartu stengiamės jas įgyvendinti.
Vadovus, kurie padeda augti. Vadovai mūsų banke - lyderiai ir mes tuo didžiuojamės. Tavo būsimas vadovas Povilas Aniūnas – vienas jų.
Dinamišką, atvirą ir augančią organizaciją. Esame įvairiapusiai, domimės įvairiomis sritimis, šakojamės tiek horizontaliai, tiek vertikaliai, todėl drąsiai siūlome tau neįkainojamas patirtis, nuolatinį tobulėjimą ir vietą profesiniam augimui.
Pasiekimus, kurie gyvuoja Lietuvoje. Ypatingai didžiuojamės būdami lietuvišku banku, tikime, kad mūsų kraštas ir mūsų žmonės yra ypatingi, todėl, savo ruožtu, kasdien darome viską, kad padėtume jiems atsiskleisti.
Asmeninių naudų krepšelį. Sveikatos draudimas, pensijų kaupimo programa, papildomos atostogos, lanksti darbo pradžia, moderni infrastruktūra – ir čia dar toli gražu ne visas mūsų naudų sąrašas!
Atlygį. Konkretus atlygis priklausys nuo darbo patirties bei kompetencijų, todėl nurodome tik galimą rėžį: nuo 2080.00 iki 3120.00 EUR neatskaičius mokesčių.
Priedus. Darbuotojams mokame priedus, priklausančius nuo banko, komandos ir tavo paties rezultatų.

Kas dar svarbu?

Nori patirti, ką reiškia dirbti Šiaulių banko grupėje ir būti #arčiau? Užpildyk formą, atsiųsk mums informaciją apie save iki 2024 02 06 ir pasikalbėkime. Nekantriai laukiame, kol visa tai galėsime tau parodyti!
Atlyginimas
2080-3120 €/mėn. neatskaičius mokesčių"
Auditorius (-ė) Vidaus auditas,2190-3290 €/mėn.,Vilnius,AB ŠIAULIŲ BANKAS,287,No data,https://www.cvbankas.lt/auditorius-e-vidaus-auditas-vilniuje/1-11081887,"Arčiau kiekvieno esantis bankas – taip, tai apie mus!

Esame tikri, kad tavo karjera gali prasidėti arba sėkmingai tęstis būtent čia.

Šiandien į Šiaulių banko grupės komandą kviečiame motyvuotą ir atsakingą Auditorių (-ę), kuris (-i) yra pasiruošęs (-usi) dirbti komandoje, bendrai priimti sprendimus, siekti užsibrėžtų tikslų, būtų atviras (-a) diskusijai, norėtų dirbti pasitikėjimu grįstoje kultūroje ir, žinoma, būti #arčiau.

Kasdien būsi #arčiau ir:

Dalyvausi vidaus audito operatyvinio veiklos planavimo procese;
Atliksi vidaus auditą, jo rezultatų pristatymą, rengsi ataskaitas;
Analizuosi banko veiklą ir procesus bei teiksi pasiūlymus dėl jų tobulinimo;
Identifikuosi banko rizikos sritis ir vertinsi jų valdymą;
Konsultuosi banko darbuotojus veiklos efektyvumo, vidaus kontrolės, rizikos valdymo ir atitikties klausimais.

Tam, kad būtum #arčiau, tau prireiks:

Aukštojo universitetinio išsilavinimo (finansų, ekonomikos, teisės ar kitose susijusiose srityse);
Tau prireiks žinoti apie pagrindines banko rizikas bei vidaus kontrolės sistemą ir gebėti vertinti bei audituoti finansinius modelius;
Puikių bendravimo įgūdžių, analitinio mąstymo, gebėjimo sklandžiai komunikuoti žodžiu ir raštu.
Anglų kalbos žinių;
Puikių darbo su Microsoft Office įgūdžių.
Tarptautinio arba Lietuvos vidaus auditoriaus sertifikato (privalumas).



Būdamas #arčiau tu gausi:

Žalią šviesą tavo iniciatyvoms. Turi gerų idėjų? Visi kartu stengiamės jas įgyvendinti.
Vadovus, kurie padeda augti. Vadovai mūsų banke - lyderiai ir mes tuo didžiuojamės. Tavo būsimas vadovas Povilas Aniūnas – vienas jų.
Dinamišką, atvirą ir augančią organizaciją. Esame įvairiapusiai, domimės įvairiomis sritimis, šakojamės tiek horizontaliai, tiek vertikaliai, todėl drąsiai siūlome tau neįkainojamas patirtis, nuolatinį tobulėjimą ir vietą profesiniam augimui.
Pasiekimus, kurie gyvuoja Lietuvoje. Ypatingai didžiuojamės būdami lietuvišku banku, tikime, kad mūsų kraštas ir mūsų žmonės yra ypatingi, todėl, savo ruožtu, kasdien darome viską, kad padėtume jiems atsiskleisti.
Asmeninių naudų krepšelį. Sveikatos draudimas, pensijų kaupimo programa, papildomos atostogos, lanksti darbo pradžia, moderni infrastruktūra – ir čia dar toli gražu ne visas mūsų naudų sąrašas!
Atlygį. Konkretus atlygis priklausys nuo darbo patirties bei kompetencijų, todėl nurodome tik galimą rėžį: nuo 2190.00 iki 3290.00 EUR neatskaičius mokesčių.
Priedus. Darbuotojams mokame priedus, priklausančius nuo banko, komandos ir tavo paties rezultatų.

Kas dar svarbu?

Nori patirti, ką reiškia dirbti Šiaulių banko grupėje ir būti #arčiau? Užpildyk formą, atsiųsk mums informaciją apie save iki 2024 02 06 ir pasikalbėkime. Nekantriai laukiame, kol visa tai galėsime tau parodyti!
Atlyginimas
2190-3290 €/mėn. neatskaičius mokesčių"
